,EPISODE_ID,BEGIN_DATE,DURACION,END_DATE,GRANIZO,LAT,LLUVIA,LON,NIEVE,RANGE,T. ELECTRICA,TORNADO,VIENTO,ACCIDENTES
906,1205001,2006-02-16 18:32:00,0.3,2006-02-16 18:50:00,0.75,41.21,0,-86.125,0,69.9519718079,0,0,0,0
907,16988,2008-05-15 21:00:00,3.0,2008-05-16 00:00:00,0,39.0347,2,-85.118475,0,28.57368475,0,0,0,0
908,75764,2013-06-12 17:45:00,3.75,2013-06-12 21:30:00,1.25,41.3106416667,2,-87.3698,0,103.265391284,0,0,3,0
909,67290,2012-07-19 15:51:00,3.23333333333,2012-07-19 19:05:00,1.0,39.73295,0,-86.2355,0,160.470355332,0,0,3,0
910,4692,2007-05-10 16:30:00,1.5,2007-05-10 18:00:00,0,37.93,3,-87.9183,0,1.60934,0,0,0,0
911,52191,2011-05-28 16:49:00,1.05,2011-05-28 17:52:00,1.5,39.858,0,-86.9,0,79.6755138516,0,0,0,0
912,61953,2012-04-28 16:41:00,4.56666666667,2012-04-28 21:15:00,1.75,38.7402,0,-87.2971333333,0,38.4358681909,0,0,3,0
913,61954,2012-04-30 16:29:00,2.01666666667,2012-04-30 18:30:00,0,39.97962,2,-86.08671,0,63.3773555881,0,0,3,0
914,17215,2008-06-04 18:09:00,10.9333333333,2008-06-05 05:05:00,1.0,41.1116571429,3,-87.32905,0,65.6343250442,0,0,3,0
915,101345,2016-01-01 00:00:00,38.3333333333,2016-01-02 14:20:00,0,37.957,2,-86.7749,0,91.9938487987,0,0,0,0
916,63553,2012-06-29 11:20:00,4.95,2012-06-29 16:17:00,1.0,41.103945283,0,-85.5877660377,0,172.483873519,0,0,3,0
917,14004,2008-02-05 02:55:00,19.0833333333,2008-02-05 22:00:00,0,40.0376666667,0,-86.1168666667,0,11.0045014365,0,0,0,0
918,94660,2015-04-09 22:21:00,3.15,2015-04-10 01:30:00,0,39.47856875,2,-86.34646875,0,113.21718627,0,0,3,0
919,20788,2008-08-29 17:28:00,1.03333333333,2008-08-29 18:30:00,0,38.82045,3,-85.06,0,4.0516560987,0,0,0,0
920,70537,2013-01-29 02:15:00,11.7666666667,2013-01-29 14:01:00,1.0,41.53,0,-86.03,0,49.5033495731,0,0,0,0
921,53805,2011-06-10 07:07:00,13.3833333333,2011-06-10 20:30:00,1.0,40.91744,3,-85.81606,0,73.8334498421,0,0,3,0
922,44285,2010-08-04 06:37:00,2.38333333333,2010-08-04 09:00:00,0,41.5031,2,-87.2534333333,0,32.8157540864,0,0,3,0
923,44283,2010-08-03 05:30:00,4.5,2010-08-03 10:00:00,0,41.54575,3,-87.5248,0,27.36064045,0,0,0,0
924,57948,2011-09-03 15:25:00,3.68333333333,2011-09-03 19:06:00,0,39.84506,0,-86.14932,0,130.847356493,0,0,3,0
925,83527,2014-02-22 14:36:00,69.4,2014-02-25 12:00:00,0,39.642325,2,-86.367975,0,135.220290881,0,0,0,2
926,14358,2008-02-05 22:45:00,24.8333333333,2008-02-06 23:35:00,0,38.8129,2,-85.63965,0,2.10970292605,0,0,0,0
927,79636,2013-11-17 09:15:00,8.45,2013-11-17 17:42:00,0,38.4436875,2,-86.107875,0,59.6904387504,0,0,3,0
928,29850,2009-06-11 07:46:00,4.98333333333,2009-06-11 12:45:00,0,41.6955,3,-86.3903,0,12.0846156308,0,0,0,0
929,83785,2014-05-10 13:35:00,0.283333333333,2014-05-10 13:52:00,1.25,38.3275,0,-85.785,0,10.5791947056,0,0,0,0
930,71469,2013-01-13 20:14:00,1.0,2013-01-13 21:14:00,0,39.9034,1,-84.9491,0,0.3862416,0,0,0,0
